#N/A	Geneid	Fmr1_RPF_4	control_RPF_3	Fmr1_RNA_2	Fmr1_RPF_1	control_RPF_2	Fmr1_RPF_5	Fmr1_RPF_6	Fmr1_RNA_3	Fmr1_RNA_4	Fmr1_RPF_2	control_RNA_2	Fmr1_RNA_6	control_RPF_4	control_RNA_3	Fmr1_RPF_7	Fmr1_RNA_5	Fmr1_RNA_1	control_RNA_1	Fmr1_RPF_3	control_RPF_1			#SUBMITTED ID	SYMBOL
eIF3b	FBgn0034237	7	2033	43200	2491	1974	2019	930	39983	47006	1380	36024	40311	1132	40038	1241	43033	44185	37273	1758	20			FBgn0037812	CG18545
Cc2d2a	FBgn0263113	0	0	18	0	0	3	2	19	9	0	9	12	2	8	0	7	11	9	0	0			FBgn0051406	CG31406
CG34194	FBgn0085223	0	0	4	1	0	0	0	2	11	0	1	3	0	1	0	6	6	5	0	0			FBgn0045443	mthl11
cyp33	FBgn0028382	3	179	1014	177	140	177	72	908	1133	119	1075	915	80	1264	80	1040	1018	1193	154	0			FBgn0278600	CG46270
RpL18A	FBgn0010409	9	1419	60537	1283	1546	719	325	49581	53778	1026	40330	52076	468	41795	615	51609	57632	38069	855	9			FBgn0001235	hth
MESR4	FBgn0034240	1	123	5311	178	167	163	61	4336	4894	111	4946	4354	102	5944	87	4016	4799	4887	121	0			FBgn0037822	CG14683
Klp54D	FBgn0263076	0	0	1	1	0	0	0	3	1	0	1	3	0	4	0	0	1	1	0	0			FBgn0287589	CG46459
CG43324	FBgn0263029	0	0	14	0	1	0	0	9	4	0	8	4	0	5	0	8	15	10	3	0			FBgn0051467	CG31467
CG14480	FBgn0034242	7	140	0	205	169	157	74	0	0	142	0	0	94	0	90	0	0	0	131	1			FBgn0037824	CG14684
CG46428	FBgn0286931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037826	CG14689
Ns2	FBgn0034243	4	485	4715	574	460	510	217	4164	4556	376	3418	4492	240	3970	251	4738	4590	3556	397	0			FBgn0037827	CG4073
POSH	FBgn0040294	1	93	4105	83	51	80	21	3559	4361	47	4467	3584	30	5174	49	3891	3864	4533	64	1			FBgn0037828	tomboy20
UQCR-6.4	FBgn0034245	1	412	2824	651	403	514	178	2244	2802	358	2647	2434	254	2814	240	2662	2658	2586	493	2			FBgn0004841	TkR86C
CG42239	FBgn0250868	0	66	1455	153	84	138	62	1345	1414	80	1341	1143	36	1559	81	1562	1469	1533	103	0			FBgn0037829	CG14691
Rab4	FBgn0016701	1	164	3812	180	150	137	51	3562	4074	68	3449	3464	93	3927	84	3936	3921	3788	125	2			FBgn0051272	CG31272
Dcr-2	FBgn0034246	4	615	5259	666	482	631	240	4477	4661	481	4342	4471	337	5060	289	4260	4973	3911	597	1			FBgn0037832	Desi
CG6484	FBgn0034247	0	8	18	1	3	1	3	10	15	3	9	11	2	3	0	28	19	12	8	0			FBgn0261356	CG42633
CG14483	FBgn0034248	2	128	10	300	162	192	63	5	2	177	4	15	95	6	109	6	10	5	202	5			FBgn0037836	CG14692
RhoGAP54D	FBgn0034249	0	15	1916	67	51	35	23	1686	1910	25	2291	1478	24	2583	9	1529	1776	2249	34	0			FBgn0037837	CG14693
icln	FBgn0029079	0	228	1661	355	253	262	88	1746	2263	183	2256	1792	121	2640	126	2155	1801	2561	238	0			FBgn0037845	CG14694
CG30105	FBgn0050105	0	63	996	100	74	82	31	824	1091	63	1061	797	51	1159	54	990	1013	1183	86	0			FBgn0037849	CG4596
Smurf	FBgn0029006	0	27	4959	46	41	38	13	4370	5468	17	5299	4359	19	6176	22	4391	4585	5296	41	0			FBgn0037850	CG14695
ND-51L1	FBgn0034251	0	0	0	0	0	0	0	2	4	0	5	7	0	5	0	4	3	2	0	0			FBgn0037857	Tengl4
CG43920	FBgn0264541	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0083950	side-VI
CG42649	FBgn0261501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0263403	CG43449
CG10936	FBgn0034253	0	46	798	29	10	12	10	721	868	16	480	683	7	541	5	708	770	506	19	4			FBgn0037860	SdhCL
CG44403	FBgn0265576	0	0	3	0	0	0	0	8	2	0	4	5	0	4	0	2	8	1	0	0			FBgn0040256	Ugt35C1
rhi	FBgn0004400	0	17	2100	23	14	18	1	1946	1878	10	1746	1565	6	2080	11	1832	2062	1781	3	0			FBgn0037862	mAcon2
Oxp	FBgn0034255	0	101	423	71	42	52	22	425	438	41	379	459	41	451	31	528	407	398	41	0			FBgn0261291	CheA86a
CCHa1-R	FBgn0050106	0	0	8	1	1	1	0	11	11	0	6	7	0	1	0	7	15	2	0	0			FBgn0040251	Ugt302K1
eIF3c	FBgn0034258	13	1134	32904	1391	1237	926	405	30130	34494	799	25751	30658	609	29122	562	32821	32457	26810	792	8			FBgn0040257	Ugt302E1
CG30108	FBgn0050108	2	52	240	33	32	23	11	176	187	17	141	215	18	168	15	179	211	188	20	0			FBgn0027584	CG4757
CG30109	FBgn0050109	0	79	1324	57	44	53	25	1343	1633	32	1596	1300	29	1753	24	1675	1391	1696	61	0			FBgn0040253	Ugt35E1
IBIN	FBgn0265577	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	2	0	0			FBgn0040255	Ugt35E2
P32	FBgn0034259	12	568	7166	911	589	702	263	6587	7555	432	7655	6500	270	8200	343	7473	7134	7396	605	6			FBgn0026314	Ugt35B1
Sema1b	FBgn0016059	2	309	14816	336	288	334	127	13311	15106	196	12653	14015	150	14955	190	14395	13947	12806	221	0			FBgn0040250	Ugt304A1
HPS4	FBgn0034261	0	19	1693	49	27	24	6	1438	1673	24	1704	1356	17	1954	8	1504	1702	1776	11	0			FBgn0040252	Ugt303A1
CG42561	FBgn0260763	0	0	8	0	0	0	0	5	4	0	3	11	0	2	0	7	4	2	0	0			FBgn0037870	CG18577
CG42562	FBgn0260764	0	0	17	0	1	1	0	16	12	0	5	15	0	14	3	12	20	10	0	0			FBgn0037888	scpr-B
swi2	FBgn0034262	0	0	87	0	0	0	0	80	50	7	83	65	0	89	0	74	100	84	0	0			FBgn0037889	scpr-A
rdgBbeta	FBgn0027872	0	12	2804	31	22	17	4	2776	2999	9	2841	2490	17	3359	14	2887	2864	3072	13	0			FBgn0004595	pros
CG46315	FBgn0284231	0	12	0	15	15	7	3	0	0	6	0	0	6	0	4	0	0	0	5	0			FBgn0026064	KP78a
CG6424	FBgn0028494	0	37	13	49	52	46	18	7	7	33	1	3	21	3	15	6	10	4	45	1			FBgn0026063	KP78b
CG10934	FBgn0034263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037895	CG6723
Dlish	FBgn0034264	0	4	4	1	0	1	0	3	3	0	1	0	0	2	0	6	4	3	0	0			FBgn0267236	CG45676
Snx16	FBgn0034265	0	107	1902	114	84	87	29	1744	2156	63	2311	1842	51	2791	64	2162	1891	2284	74	0			FBgn0037896	ninaG
CG4975	FBgn0034266	0	93	27	115	78	90	52	14	16	75	16	22	48	17	38	17	24	17	73	7			FBgn0037902	CG5281
CG4984	FBgn0034267	0	0	53	0	3	2	0	42	34	0	29	31	0	30	0	30	48	21	0	0			FBgn0037908	dpr5
CG34195	FBgn0085224	1	40	1249	62	57	48	22	1274	1299	34	1108	1124	19	1286	19	1240	1321	1203	54	0			FBgn0053512	dpr4
Hyccin	FBgn0034269	0	17	2791	42	22	27	6	2680	3385	34	3354	2623	14	3920	29	2977	2871	3312	22	0			FBgn0037910	CG14708
PIG-A	FBgn0034270	1	100	951	57	551	26	77	778	718	33	719	776	62	790	37	704	909	775	61	0			FBgn0037915	CG6790
Vps50	FBgn0034271	0	88	1958	44	40	40	22	1695	1712	42	1957	1584	41	2396	25	1653	1829	1939	36	0			FBgn0037916	CG5342
Ir54a	FBgn0034272	0	0	10	1	0	0	0	18	13	0	15	22	0	14	0	15	17	15	0	0			FBgn0037935	CG6834
sub	FBgn0003545	2	221	4154	395	219	243	113	4239	5682	174	5207	4327	146	6305	122	5189	4430	5621	241	0			FBgn0042110	CG18765
CG10931	FBgn0034274	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1			FBgn0037937	Fer3
CG5002	FBgn0034275	0	3	77	8	7	4	0	51	18	4	26	19	4	19	2	26	56	9	2	0			FBgn0265271	CG14717
Sardh	FBgn0034276	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037939	CG14718
HLH54F	FBgn0022740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0025821	I-t
ACOX1	FBgn0027572	3	170	1955	237	144	184	62	1684	1825	124	1475	1796	123	1717	74	1890	1884	1506	196	0			FBgn0037940	CG14720
OstDelta	FBgn0034277	0	593	8110	674	454	389	154	7619	9075	422	8094	7821	301	9022	280	8573	8052	8318	470	3			FBgn0037941	CG12594
CG14488	FBgn0034278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0262364	CG43062
CG18635	FBgn0034279	0	0	15	1	2	0	4	5	5	0	2	7	1	2	0	1	13	3	5	0			FBgn0037950	HisCl1
CG6362	FBgn0028740	0	0	12	0	0	0	1	10	11	0	8	15	1	6	0	8	18	3	0	0			FBgn0003312	sad
CG33981	FBgn0250851	0	7	0	10	17	7	3	0	0	7	0	0	4	0	4	0	0	0	6	0			FBgn0037962	Dnali1
fab1	FBgn0028741	0	128	0	142	148	99	40	0	0	88	0	0	70	0	56	0	0	0	106	0			FBgn0085336	CG34307
aft	FBgn0026309	0	188	2319	189	182	132	39	2224	2711	104	2685	2427	106	3072	67	2599	2443	2756	84	0			FBgn0037964	CG14731
Ubc10	FBgn0026316	0	204	3218	276	197	186	105	3235	4157	135	3557	3004	107	4256	100	3831	3435	4067	176	5			FBgn0013275	Hsp70Aa
CG5033	FBgn0028744	0	557	5871	648	541	510	259	5058	6085	337	5306	5493	301	5958	290	5308	5626	5109	572	5			FBgn0013276	Hsp70Ab
Dhit	FBgn0028743	0	7	711	4	4	2	3	623	665	0	692	662	1	699	1	646	668	746	0	0			FBgn0037970	GC2
grh	FBgn0259211	0	0	13	0	0	0	0	10	6	0	6	27	0	7	0	15	9	2	0	0			FBgn0037972	CG10005
Orai	FBgn0041585	0	15	7892	66	49	37	12	7872	9141	26	7726	6951	20	9400	23	8275	7947	8573	30	0			FBgn0037974	CG12224
olf186-M	FBgn0015522	0	97	8174	119	96	64	21	8359	9695	41	9140	8055	54	10718	58	9417	8411	9927	52	1			FBgn0037975	CG3397
CG30323	FBgn0050323	0	0	23	0	0	0	0	18	12	0	8	31	0	9	0	12	18	6	0	0			FBgn0037976	Tk
CG14490	FBgn0034281	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0			FBgn0051358	CG31358
thr	FBgn0003701	0	194	6717	296	226	168	70	6412	8909	132	8247	6942	127	10062	79	7790	6628	8336	163	0			FBgn0260231	CG42505
Mapmodulin	FBgn0034282	2	611	25298	885	622	705	299	25354	28285	379	27159	23702	307	32571	394	28621	26546	29662	528	2			FBgn0260230	CG42504
Elk	FBgn0011589	0	3	10	1	0	0	1	5	6	0	2	5	0	3	1	12	4	3	3	0			FBgn0037985	ssp5
CG30325	FBgn0050325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037986	CG14736
CG30110	FBgn0050110	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037987	CG14739
PPO1	FBgn0283437	0	36	48	18	35	25	13	35	24	25	14	28	18	16	19	21	35	12	24	0			FBgn0037988	CG14740
CG14492	FBgn0034283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0051361	dpr17
CG14491	FBgn0034284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037992	CG4702
PpY-55A	FBgn0003140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037993	dpr15
dpr13	FBgn0034286	0	0	27	1	2	2	0	10	30	0	15	49	1	9	2	35	14	9	0	0			FBgn0261714	Cpn
CG5084	FBgn0034288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0			FBgn0037994	eIF3d2
CG10910	FBgn0034289	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0			FBgn0263404	CG43450
CG5773	FBgn0034290	0	0	4	4	2	2	0	0	1	0	2	1	0	2	0	11	9	1	1	0			FBgn0037995	Adk1
CG5770	FBgn0034291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1			FBgn0037996	CG4830
CG5767	FBgn0034292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0037997	CG14742
CG34005	FBgn0054005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038000	Rsbp15
CG14495	FBgn0034293	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0			FBgn0038001	CG17404
Muc55B	FBgn0034294	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038002	CG12256
CG10911	FBgn0034295	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038003	CG3916
CG10912	FBgn0034296	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0011270	Pglym87
CG34386	FBgn0085415	0	11	2	6	3	0	2	5	14	3	7	10	2	8	2	15	6	9	0	0			FBgn0038005	Cyp313a5
CG5757	FBgn0034299	0	110	3439	134	84	108	40	3646	3765	76	3706	3008	51	4324	43	3772	3984	4185	124	0			FBgn0038006	Cyp313a2
CG5098	FBgn0034300	0	35	6042	58	55	54	18	5438	6523	44	5886	5362	31	6670	23	5395	5667	5901	21	1			FBgn0038007	Cyp313a3
CG5756	FBgn0034301	1	0	4	2	0	0	0	2	2	0	2	3	0	4	0	1	0	0	1	0			FBgn0038008	CG3942
CG34196	FBgn0085225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0003651	svp
stau	FBgn0003520	0	79	16507	110	94	67	24	15822	18712	48	16633	16158	59	19321	45	16634	15543	18026	86	0			FBgn0264829	CG44037
Spn55B	FBgn0028983	0	37	274	18	27	22	14	250	287	6	190	266	2	249	13	238	257	210	20	0			FBgn0264830	CG44038
Dlip3	FBgn0040465	0	34	660	29	11	13	7	660	643	12	788	540	6	953	15	544	715	896	24	0			FBgn0038009	CG17738
Hsf	FBgn0001222	2	266	8202	293	267	289	164	7978	9562	170	9213	7154	139	11172	147	8669	8070	9695	213	7			FBgn0259975	Sfp87B
Pcl	FBgn0003044	1	178	14485	204	201	149	71	14086	18318	108	15599	14073	160	18057	96	15127	14218	16789	100	0			FBgn0266261	CG44956
pAbp	FBgn0265297	32	2479	162952	2314	2261	1553	649	137118	136747	1516	101810	141126	1136	114049	1098	136761	148805	100761	1431	65			FBgn0038014	CG10041
EMRE	FBgn0062440	0	68	1842	121	123	92	55	1636	1965	96	1737	1688	82	1877	58	1734	1825	1882	147	3			FBgn0038017	CG4115
CG5742	FBgn0034304	0	28	1772	43	43	32	9	1662	2210	17	1862	1900	18	2118	30	2043	1737	1969	44	0			FBgn0038018	Tim17a1
adp	FBgn0000057	0	21	2078	49	43	29	23	2171	2819	11	2281	2033	20	2724	21	2309	2184	2621	18	0			FBgn0042206	GstD10
lolal	FBgn0022238	2	224	12162	236	165	163	59	11987	14324	140	13365	11777	85	15577	109	13691	12512	14942	208	0			FBgn0010040	GstD4
CG10914	FBgn0034307	1	50	501	36	50	44	13	475	568	24	670	452	30	729	20	461	513	652	22	1			FBgn0010041	GstD5
Naus	FBgn0034308	0	64	2930	58	58	37	22	2812	4043	31	3380	3352	18	3912	17	3152	2954	3476	21	0			FBgn0010042	GstD6
Nup75	FBgn0034310	3	352	2883	534	424	500	169	2749	3595	266	3667	2957	277	4219	274	3085	3018	3829	484	1			FBgn0010043	GstD7
CG42518	FBgn0260392	0	26	0	18	13	12	8	0	0	7	0	0	4	0	8	0	0	0	13	0			FBgn0010044	GstD8
MED9	FBgn0260401	0	98	0	98	91	74	33	0	0	64	0	0	30	0	50	0	0	0	81	0			FBgn0038028	CG10035
Dgp-1	FBgn0027836	3	56	1978	97	90	55	24	2035	2504	49	2009	2025	54	2236	44	2234	1951	2113	49	1			FBgn0038029	GstD11
CG10916	FBgn0034312	0	65	269	76	49	61	33	231	297	26	151	304	44	139	31	278	265	155	33	0			FBgn0085431	Sol1
CG5726	FBgn0034313	0	275	6936	281	253	251	111	6837	8406	183	7084	6403	120	8640	142	7393	7162	7825	221	9			FBgn0053098	CG33098
nopo	FBgn0034314	1	68	2898	238	122	171	60	2783	3723	135	3503	3080	81	4266	62	3723	2954	3762	137	1			FBgn0038033	CG10097
CG5721	FBgn0034315	0	258	2984	341	281	239	71	3040	3661	208	3232	2800	167	3737	168	3464	3020	3588	270	1			FBgn0038032	CG10096
CG33958	FBgn0053958	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038034	Cyp9f3
CG14499	FBgn0034317	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0			FBgn0038042	Scgbeta
CG14500	FBgn0034318	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0			FBgn0038045	NANS
CG30114	FBgn0050114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0043043	Desat2
CG46388	FBgn0286834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0			FBgn0286930	CG46427
fj	FBgn0000658	0	0	14	0	1	0	0	6	18	1	8	23	0	18	0	10	24	7	0	0			FBgn0038051	CG17207
Ote	FBgn0266420	5	772	7107	1101	729	769	416	7791	10159	542	8864	7395	647	10209	523	9303	7931	9838	715	2			FBgn0038054	CG5509
pen-2	FBgn0053198	0	130	1146	164	104	139	70	1187	964	112	1304	891	79	1501	80	1147	1286	1484	144	0			FBgn0013277	Hsp70Ba
sbb	FBgn0285917	2	291	14855	350	319	130	84	13339	18342	171	15236	14491	156	17516	77	14015	14295	15102	139	0			FBgn0051354	Hsp70Bbb
CG14502	FBgn0034321	0	0	52	0	1	0	0	40	199	0	160	75	0	178	0	131	59	152	0	0			FBgn0013278	Hsp70Bb
CG18536	FBgn0034322	0	0	9	2	0	1	1	14	52	0	32	13	0	67	0	33	12	53	0	0			FBgn0013279	Hsp70Bc
CG18537	FBgn0034323	0	0	3	0	0	0	0	1	2	0	0	0	0	1	0	0	3	0	0	0			FBgn0250910	Octbeta3R
CG18538	FBgn0034324	0	4	5	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0			FBgn0028374	Hug
CG18539	FBgn0034325	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	1	4	2	0	0			FBgn0042207	CG18530
CG18540	FBgn0034326	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0			FBgn0038067	CG11598
CG14505	FBgn0034327	0	0	3	0	0	0	0	1	2	0	1	3	0	2	0	0	0	1	0	0			FBgn0038068	CG11600
Tango8	FBgn0040737	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0			FBgn0038069	CG11608
BomT1	FBgn0262838	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0			FBgn0038070	CG6753
BomBc1	FBgn0034328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0			FBgn0038071	Dtg
BomS1	FBgn0034329	0	1	5	3	2	1	0	0	0	0	0	1	0	1	0	7	2	0	0	0			FBgn0038073	CG14395
BomS4	FBgn0034330	0	16	3	1	3	5	4	0	0	1	0	0	2	2	0	6	4	3	5	0			FBgn0038074	Gnmt
BomBc2	FBgn0034331	0	17	13	8	5	8	13	7	2	8	7	0	11	2	0	43	25	11	18	0			FBgn0263621	CG43630
BomS2	FBgn0025583	0	1	10	6	6	4	9	7	2	2	9	0	1	1	4	17	14	10	6	0			FBgn0051347	CG31347
BomS3	FBgn0040736	0	9	2	7	1	0	5	3	1	0	6	3	0	1	0	14	9	5	2	0			FBgn0038078	CG14391
BomT2	FBgn0040735	0	12	5	14	4	4	1	0	0	0	1	0	8	1	0	7	8	3	9	0			FBgn0038082	Ugt37A2
BomS5	FBgn0040734	0	8	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0			FBgn0038083	Ugt37A3
BomS6	FBgn0040733	0	23	5	11	18	5	5	1	1	0	4	1	0	0	0	9	5	7	10	0			FBgn0038084	beat-Vc
Idgf5	FBgn0064237	0	0	3	5	3	1	4	0	0	1	2	0	0	0	0	20	4	5	2	0			FBgn0051345	CG31345
GstE10	FBgn0063499	0	0	45	3	5	0	0	68	97	0	159	50	0	161	0	59	74	153	0	0			FBgn0038087	beat-Va
GstE1	FBgn0034335	0	248	1911	218	287	285	92	1521	2878	155	2195	2857	174	2283	177	2677	1852	2151	176	2			FBgn0038089	d-cup
GstE2	FBgn0063498	0	0	12	0	0	1	0	6	6	5	7	12	0	13	1	15	11	11	0	0			FBgn0038090	CG10909
GstE3	FBgn0063497	0	18	120	23	22	20	12	92	82	5	68	106	13	73	19	88	112	68	20	0			FBgn0038092	beat-Vb
GstE4	FBgn0063496	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	2	1	0			FBgn0038095	Cyp304a1
GstE5	FBgn0063495	0	0	13	3	8	8	8	13	16	0	19	16	2	22	3	26	16	21	0	0			FBgn0038097	CG14384
GstE6	FBgn0063494	8	1037	2667	1094	1041	1104	549	2463	3789	670	3755	3164	708	4392	588	3905	2913	4106	752	0			FBgn0038098	CG7381
GstE7	FBgn0063493	1	32	422	37	69	42	20	418	776	35	805	782	27	930	15	841	495	836	40	0			FBgn0038102	CG14383
GstE8	FBgn0063492	0	47	389	25	32	47	13	453	495	10	762	486	14	837	26	547	465	801	33	0			FBgn0038105	yellow-f2
GstE9	FBgn0063491	0	18	111	10	17	25	5	74	133	15	143	155	6	135	12	140	108	116	9	0			FBgn0265083	CG44194
imd	FBgn0013983	0	43	215	30	43	26	16	204	156	27	135	209	14	163	7	185	230	174	19	0			FBgn0038107	CG17327
Dp1	FBgn0027835	10	2683	26281	2750	2576	2277	1074	21644	25834	1796	18932	24355	1462	21381	1555	22939	24626	17891	1962	19			FBgn0038109	CG11656
CG5174	FBgn0034345	2	760	7738	802	762	581	238	7165	7960	471	7209	7444	308	7985	387	7686	7761	7748	565	0			FBgn0283439	CG46281
PIG-O	FBgn0034346	0	93	3582	145	96	87	41	3374	3988	67	2887	3262	70	3390	56	3544	3622	2997	69	1			FBgn0003308	ry
Ttd14	FBgn0284257	6	421	12934	654	465	450	168	12510	13233	386	11131	10647	326	12637	280	11723	13151	12010	430	0			FBgn0038113	CG11668
slim	FBgn0261477	0	133	5426	114	66	93	35	5038	5827	66	5180	4687	44	6134	47	5361	5395	5728	68	0			FBgn0266615	CG45122
Lamtor2	FBgn0034350	0	87	0	159	109	115	45	0	0	79	0	0	51	0	66	0	0	0	101	0			FBgn0051157	CG31157
CG30120	FBgn0050120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0262365	CG43063
Prp19	FBgn0261119	1	563	3823	694	501	503	317	3862	4525	334	4004	3448	307	4724	290	4160	3979	4400	425	0			FBgn0085337	CG34308
rswl	FBgn0034351	0	87	1116	98	93	68	29	971	870	69	771	757	46	914	35	822	1027	783	61	1			FBgn0260793	2mit
CG17669	FBgn0034352	0	1	0	0	3	0	0	1	1	0	4	0	0	1	0	4	0	2	1	0			FBgn0038122	CG8138
CG30116	FBgn0028496	0	7	113	4	2	2	0	96	78	2	56	122	2	49	1	98	100	44	0	0			FBgn0038123	CG8508
GstE11	FBgn0034354	1	112	1079	98	125	97	30	920	917	90	954	866	73	1152	66	923	980	938	58	0			FBgn0038124	CG14380
CG43066	FBgn0262476	7	254	1781	282	253	280	87	1339	1125	214	722	1566	128	645	160	1274	1347	658	226	3			FBgn0038125	CG8141
Pepck2	FBgn0034356	0	0	11	2	5	5	2	14	12	0	10	22	4	9	0	15	9	3	0	0			FBgn0038126	CG8483
Pepck1	FBgn0003067	1	262	0	153	207	141	145	0	0	153	0	0	91	0	107	0	0	0	213	0			FBgn0038127	CG8476
CG45087	FBgn0266488	0	0	0	3	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0			FBgn0000024	Ace
Rgk2	FBgn0085419	0	0	0	0	0	0	0	1	1	0	2	0	0	2	0	0	0	0	0	0			FBgn0038130	CG8630
GEFmeso	FBgn0050115	0	42	649	63	72	51	27	471	426	39	234	525	27	262	37	370	642	230	18	2			FBgn0038131	CG15888
CG42697	FBgn0261587	0	2	2	1	3	1	0	0	0	0	0	0	2	0	0	1	2	1	0	0			FBgn0038132	apn
CG10927	FBgn0034360	1	23	421	60	40	49	15	381	389	21	412	384	18	465	22	365	434	441	48	0			FBgn0038133	Osi22
mRpS28	FBgn0034361	0	70	1216	95	63	59	23	1057	1194	58	1100	1150	48	1188	41	1179	1180	1216	65	0			FBgn0038134	wntD
CG5323	FBgn0034362	2	172	1941	210	181	126	64	1876	2447	96	2361	2174	62	2559	83	2376	2169	2555	175	0			FBgn0038135	CG8773
CG5327	FBgn0034363	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0			FBgn0038136	CG8774
CG5493	FBgn0034364	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0			FBgn0262844	CG43208
Atg7	FBgn0034366	0	211	2088	292	230	266	96	2108	2493	125	2315	2068	121	2685	119	2476	2200	2419	220	1			FBgn0264991	CG44142
CG5335	FBgn0034365	0	59	1573	62	45	39	12	1433	1375	30	1350	1327	37	1476	11	1339	1575	1398	19	0			FBgn0266455	CG45080
Sec6	FBgn0266671	0	155	1427	168	152	153	104	1347	1868	86	1777	1565	89	2132	120	1762	1544	1874	117	0			FBgn0038139	PK2-R2
Eip55E	FBgn0000566	2	422	5776	552	442	353	140	5041	6300	366	5470	5506	242	5909	182	5836	5527	5446	365	0			FBgn0038140	PK2-R1
zda	FBgn0034368	0	515	4369	496	379	422	172	4207	4988	287	4421	4245	219	5237	207	5203	4433	4801	362	1			FBgn0045442	mthl12
CG30122	FBgn0050122	12	1212	14011	1314	1391	1017	525	13826	16841	721	13930	14006	714	16160	596	14845	14583	14562	963	1			FBgn0038142	CheA87a
CheA56a	FBgn0262595	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0			FBgn0023495	Lip3
Ntan1	FBgn0034371	0	70	2031	82	68	69	32	1921	2423	47	1990	1905	36	2330	30	2219	2030	2214	69	0			FBgn0259831	CG34309
CG42306	FBgn0259202	0	32	0	48	34	42	13	0	0	20	0	0	21	0	27	0	0	0	42	0			FBgn0038144	CG8870
Gint3	FBgn0034372	0	116	0	273	185	188	77	0	0	115	0	0	92	0	100	0	0	0	201	0			FBgn0038147	CCHa2
CG33136	FBgn0053136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0			FBgn0040553	CG14374
edl	FBgn0023214	0	11	112	18	8	8	0	88	69	1	50	59	4	39	2	77	94	43	3	0			FBgn0038148	CG14377
CG44435	FBgn0265627	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038150	yellow-e3
CG44434	FBgn0265626	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038151	yellow-e2
